20250213_T1_BeamRider_TPER,BeamRiderNoFrameskip-v4,TPER2,1

# ---------------------------------------------------------------------------------- #
#                                    REMAINING                                       #
# ---------------------------------------------------------------------------------- #

20250213_T1_MsPacman_PER,MsPacmanNoFrameskip-v4,PER,1
20250213_T1_MsPacman_TPER,MsPacmanNoFrameskip-v4,TPER2,1
20250213_T1_Pitfall_PER,PitfallNoFrameskip-v4,PER,1
20250213_T1_Pitfall_TPER,PitfallNoFrameskip-v4,TPER2,1
20250213_T1_PrivateEye_PER,PrivateEyeNoFrameskip-v4,PER,1
20250213_T1_PrivateEye_TPER,PrivateEyeNoFrameskip-v4,TPER2,1
20250213_T1_RoadRunner_PER,RoadRunnerNoFrameskip-v4,PER,1
20250213_T1_RoadRunner_TPER,RoadRunnerNoFrameskip-v4,TPER2,1
20250213_T1_Robotank_PER,RobotankNoFrameskip-v4,PER,1
20250213_T1_Robotank_TPER,RobotankNoFrameskip-v4,TPER2,1
20250213_T1_StarGunner_PER,StarGunnerNoFrameskip-v4,PER,1
20250213_T1_StarGunner_TPER,StarGunnerNoFrameskip-v4,TPER2,1
20250213_T1_YarsRevenge_PER,YarsRevengeNoFrameskip-v4,PER,1
20250213_T1_YarsRevenge_TPER,YarsRevengeNoFrameskip-v4,TPER2,1
20250213_T1_Venture_PER,VentureNoFrameskip-v4,PER,1
20250213_T1_Venture_TPER,VentureNoFrameskip-v4,TPER2,1
20250213_T1_WizardOfWor_PER,WizardOfWorNoFrameskip-v4,PER,1
20250213_T1_WizardOfWor_TPER,WizardOfWorNoFrameskip-v4,TPER2,1
20250213_T1_Stagrunner_TPER,StagrunnerNoFrameskip-v4,TPER2,1
20250213_T1_Stagrunner_PER,StagrunnerNoFrameskip-v4,PER,1
20250213_T1_Asteroids_TPER,AsteroidsNoFrameskip-v4,TPER2,1
20250213_T1_Asteroids_PER,AsteroidsNoFrameskip-v4,PER,1
20250213_T1_Surround_TPER,SurroundNoFrameskip-v4,TPER2,1
20250213_T1_Surround_PER,SurroundNoFrameskip-v4,PER,1
20250213_T1_Asterix_TPER,AsterixNoFrameskip-v4,TPER2,1
20250213_T1_Asterix_PER,AsterixNoFrameskip-v4,PER,1
20250213_T1_Assault_TPER,AssaultNoFrameskip-v4,TPER2,1
20250213_T1_Assault_PER,AssaultNoFrameskip-v4,PER,1
20250213_T1_SpaceInvaders_TPER,SpaceInvadersNoFrameskip-v4,TPER2,1
20250213_T1_SpaceInvaders_PER,SpaceInvadersNoFrameskip-v4,PER,1
